100 2462
21 37 2
21 39 1
21 40 16
21 42 10
21 44 20
21 45 18
21 54 3
21 57 10
21 58 2
21 59 2
21 60 18
21 62 19
21 63 9
21 64 8
21 67 11
21 68 11
21 69 18
21 70 11
21 71 3
21 72 9
21 73 17
21 76 12
21 77 10
21 79 15
21 82 11
21 83 6
21 85 9
21 86 3
21 88 13
21 90 17
21 93 18
21 94 14
21 95 5
21 97 19
21 98 10
21 99 17
22 29 4
22 30 17
22 33 1
22 34 15
22 36 10
22 37 15
22 38 8
22 39 10
22 44 10
22 45 2
22 49 16
22 51 12
22 53 7
22 57 1
22 58 2
22 59 1
22 60 11
22 61 16
22 62 6
22 63 17
22 64 15
22 68 8
22 69 5
22 70 15
22 73 11
22 75 2
22 76 18
22 77 20
22 78 19
22 80 4
22 82 1
22 84 3
22 85 20
22 86 6
22 87 9
22 93 19
22 94 20
22 95 16
22 96 18
22 98 1
23 24 10
23 25 19
23 27 3
23 28 13
23 30 3
23 31 14
23 32 20
23 38 1
23 39 15
23 40 4
23 43 20
23 45 5
23 46 16
23 47 12
23 48 19
23 50 6
23 53 15
23 58 3
23 59 6
23 60 5
23 61 15
23 62 17
23 63 13
23 64 15
23 65 5
23 67 7
23 71 17
23 72 14
23 73 3
23 74 14
23 75 19
23 77 14
23 79 19
23 82 1
23 87 15
23 88 12
23 89 12
23 92 13
23 93 16
23 95 11
24 25 12
24 26 6
24 27 20
24 28 1
24 29 16
24 30 1
24 31 8
24 34 12
24 35 17
24 38 16
24 39 13
24 42 11
24 43 13
24 48 12
24 50 11
24 51 9
24 53 13
24 55 14
24 56 3
24 57 10
24 60 13
24 61 14
24 65 15
24 68 17
24 70 7
24 72 8
24 73 8
24 75 11
24 77 19
24 78 7
24 80 18
24 81 17
24 82 8
24 83 10
24 84 12
24 85 10
24 87 8
24 88 9
24 92 10
24 93 14
24 95 12
24 96 3
24 98 19
25 26 15
25 27 6
25 28 7
25 29 20
25 30 6
25 33 7
25 35 6
25 36 20
25 39 15
25 41 18
25 45 3
25 49 20
25 51 4
25 52 15
25 54 12
25 55 15
25 59 13
25 60 19
25 63 13
25 73 6
25 74 20
25 76 14
25 78 18
25 82 17
25 83 10
25 85 16
25 87 7
25 89 5
25 90 19
25 96 11
25 98 18
26 27 16
26 30 5
26 31 1
26 32 15
26 33 18
26 35 1
26 36 15
26 37 2
26 39 5
26 43 19
26 44 7
26 45 3
26 47 20
26 49 19
26 51 9
26 54 14
26 56 16
26 58 8
26 60 6
26 61 20
26 63 16
26 64 9
26 66 11
26 68 12
26 70 17
26 71 9
26 72 1
26 73 1
26 75 20
26 76 14
26 77 5
26 78 20
26 79 4
26 80 18
26 82 1
26 83 20
26 85 13
26 88 18
26 90 19
26 93 16
26 95 4
26 96 1
26 98 13
27 30 10
27 32 16
27 33 11
27 35 12
27 38 12
27 39 19
27 40 17
27 43 9
27 44 3
27 45 1
27 46 7
27 47 10
27 49 12
27 52 19
27 53 13
27 54 11
27 55 3
27 58 4
27 63 14
27 65 16
27 66 5
27 68 14
27 69 16
27 73 5
27 74 18
27 77 12
27 80 12
27 81 4
27 82 2
27 85 12
27 86 3
27 87 16
27 88 10
27 89 15
27 90 4
27 92 18
27 93 4
27 94 14
27 97 4
27 99 15
28 30 19
28 31 16
28 32 3
28 33 11
28 35 4
28 39 20
28 40 4
28 42 8
28 43 9
28 44 16
28 46 2
28 49 7
28 50 15
28 51 11
28 56 3
28 57 20
28 59 11
28 61 7
28 63 20
28 64 3
28 65 12
28 66 5
28 73 1
28 74 19
28 78 20
28 80 19
28 82 16
28 83 11
28 84 14
28 86 18
28 87 6
28 88 20
28 89 15
28 91 9
28 95 6
28 98 3
29 30 15
29 31 5
29 33 15
29 36 15
29 38 6
29 40 17
29 41 10
29 42 5
29 44 2
29 45 20
29 46 8
29 48 1
29 49 4
29 51 7
29 52 2
29 61 7
29 63 5
29 64 2
29 67 19
29 68 15
29 69 2
29 70 16
29 72 16
29 73 20
29 74 13
29 75 4
29 76 4
29 77 9
29 78 11
29 81 16
29 83 7
29 84 11
29 85 18
29 86 11
29 87 5
29 88 7
29 90 14
29 91 10
29 93 8
29 95 2
29 99 19
30 32 16
30 35 15
30 38 18
30 39 18
30 41 2
30 42 13
30 43 2
30 48 11
30 50 20
30 53 11
30 54 13
30 55 3
30 56 18
30 58 4
30 59 13
30 60 13
30 61 12
30 62 20
30 65 13
30 66 18
30 67 12
30 72 13
30 74 2
30 77 7
30 78 18
30 79 5
30 80 11
30 82 7
30 83 3
30 84 8
30 85 15
30 89 4
30 90 17
30 91 17
30 92 18
30 94 10
30 97 7
30 98 18
30 99 20
31 35 18
31 36 10
31 40 7
31 43 15
31 47 4
31 51 3
31 52 16
31 54 6
31 55 4
31 57 3
31 58 5
31 59 9
31 62 13
31 65 7
31 67 5
31 68 19
31 76 14
31 79 18
31 80 3
31 82 12
31 84 10
31 88 5
31 90 4
31 91 13
31 93 12
31 94 16
31 95 18
31 96 15
31 97 19
31 98 5
32 38 13
32 39 11
32 41 20
32 42 9
32 44 16
32 45 14
32 46 5
32 47 16
32 48 1
32 52 11
32 53 20
32 54 16
32 57 19
32 58 15
32 59 19
32 62 2
32 64 12
32 65 4
32 67 17
32 69 20
32 70 19
32 75 20
32 79 13
32 80 13
32 81 12
32 82 17
32 83 20
32 84 15
32 91 6
32 92 20
32 93 10
32 94 6
32 96 10
32 98 20
32 99 8
33 35 3
33 36 19
33 41 3
33 42 9
33 43 7
33 44 6
33 45 15
33 47 17
33 52 10
33 53 2
33 56 3
33 58 1
33 61 18
33 62 2
33 64 16
33 66 17
33 69 20
33 70 4
33 71 12
33 72 20
33 73 15
33 74 11
33 75 19
33 76 3
33 78 18
33 79 20
33 80 3
33 84 20
33 85 6
33 86 19
33 87 8
33 88 9
33 90 19
33 91 19
33 92 14
33 98 1
33 99 8
34 36 15
34 39 8
34 41 4
34 43 7
34 48 8
34 49 7
34 51 9
34 58 19
34 59 11
34 68 3
34 69 6
34 70 7
34 73 20
34 74 5
34 75 1
34 82 14
34 83 1
34 84 5
34 87 14
34 91 12
34 93 1
34 94 16
34 95 6
34 96 16
34 98 11
35 36 18
35 37 3
35 38 4
35 39 12
35 45 4
35 50 8
35 52 5
35 55 12
35 61 18
35 67 3
35 73 2
35 74 14
35 75 17
35 76 11
35 78 3
35 82 13
35 86 1
35 88 10
35 89 2
35 90 6
35 92 7
35 98 12
35 99 11
36 38 14
36 49 11
36 50 5
36 53 2
36 55 11
36 56 17
36 57 15
36 62 3
36 63 5
36 64 14
36 65 4
36 66 12
36 68 1
36 71 13
36 72 15
36 73 10
36 76 11
36 77 2
36 79 15
36 80 16
36 81 9
36 84 19
36 85 2
36 86 20
36 87 8
36 88 8
36 92 17
36 95 7
36 99 13
37 42 16
37 47 1
37 49 17
37 50 9
37 56 13
37 57 16
37 59 20
37 62 19
37 63 20
37 66 13
37 67 20
37 70 12
37 72 19
37 73 19
37 75 4
37 77 15
37 84 16
37 85 13
37 88 13
37 89 17
37 91 9
37 93 8
37 96 2
37 99 3
38 44 20
38 47 5
38 48 2
38 50 8
38 53 5
38 54 19
38 55 13
38 57 7
38 60 8
38 61 10
38 62 17
38 64 18
38 68 6
38 70 11
38 71 20
38 72 4
38 73 10
38 75 15
38 77 12
38 80 9
38 81 10
38 83 8
38 88 20
38 89 5
38 95 9
38 96 4
38 99 2
39 41 1
39 44 6
39 45 20
39 49 7
39 50 1
39 51 7
39 52 19
39 53 3
39 54 20
39 55 10
39 60 18
39 66 10
39 69 16
39 70 15
39 71 11
39 72 13
39 74 14
39 75 10
39 78 8
39 84 6
39 85 18
39 86 15
39 87 8
39 90 15
39 92 8
39 93 19
39 95 5
39 96 2
39 98 14
39 99 1
40 41 7
40 45 15
40 46 10
40 48 16
40 49 10
40 50 4
40 54 5
40 57 18
40 58 11
40 59 1
40 60 17
40 62 3
40 63 16
40 66 14
40 68 13
40 69 16
40 71 12
40 72 11
40 76 6
40 77 11
40 87 6
40 92 17
40 93 20
40 94 19
40 95 8
40 97 6
40 99 3
41 42 16
41 44 16
41 45 10
41 47 4
41 48 17
41 49 13
41 50 18
41 51 20
41 52 18
41 54 19
41 58 2
41 60 3
41 61 9
41 62 11
41 64 13
41 65 9
41 66 1
41 69 10
41 70 12
41 72 14
41 73 6
41 78 10
41 79 3
41 80 1
41 83 16
41 85 9
41 86 4
41 91 3
41 94 17
41 95 2
41 96 13
41 97 16
41 98 7
42 43 10
42 44 17
42 48 4
42 52 2
42 53 4
42 54 6
42 55 3
42 57 16
42 59 19
42 60 4
42 61 2
42 63 19
42 64 6
42 65 5
42 66 1
42 67 6
42 68 18
42 69 17
42 72 16
42 73 2
42 75 14
42 78 10
42 79 16
42 80 1
42 81 17
42 82 12
42 83 20
42 84 8
42 86 12
42 87 20
42 93 16
42 98 15
42 99 8
43 44 2
43 45 11
43 46 4
43 52 14
43 55 19
43 57 12
43 61 15
43 62 2
43 65 17
43 66 13
43 68 9
43 71 7
43 73 10
43 77 5
43 79 1
43 81 12
43 83 5
43 84 15
43 85 3
43 93 7
43 94 20
43 97 3
43 99 15
44 47 17
44 48 11
44 51 18
44 53 1
44 54 10
44 55 9
44 57 14
44 58 17
44 60 6
44 61 6
44 62 5
44 64 16
44 65 11
44 66 4
44 69 5
44 71 13
44 74 17
44 75 2
44 76 19
44 77 8
44 79 4
44 83 5
44 84 19
44 85 12
44 86 13
44 87 7
44 90 6
44 91 15
44 92 19
44 93 7
44 94 20
45 46 9
45 47 7
45 49 14
45 50 17
45 51 14
45 53 3
45 54 8
45 56 4
45 58 19
45 61 3
45 63 20
45 66 3
45 67 17
45 69 19
45 70 14
45 72 20
45 73 4
45 74 16
45 75 15
45 76 12
45 77 3
45 78 2
45 79 11
45 81 11
45 84 11
45 86 13
45 87 8
45 89 17
45 90 6
45 92 10
45 95 13
45 98 10
45 99 17
46 48 1
46 51 10
46 52 19
46 55 11
46 57 8
46 58 17
46 60 12
46 61 2
46 63 2
46 64 5
46 65 7
46 68 17
46 69 3
46 70 20
46 71 4
46 74 16
46 75 1
46 78 11
46 79 15
46 83 5
46 84 11
46 85 11
46 86 19
46 87 7
46 88 15
46 89 2
46 90 19
46 91 17
46 93 3
46 94 18
46 97 7
46 99 15
47 48 12
47 49 19
47 52 15
47 55 10
47 56 17
47 58 12
47 63 10
47 66 7
47 68 7
47 69 19
47 73 10
47 76 16
47 77 12
47 78 7
47 79 5
47 80 8
47 81 12
47 83 2
47 85 14
47 89 3
47 93 10
47 95 12
47 96 3
48 54 7
48 57 18
48 58 4
48 59 15
48 61 18
48 64 16
48 67 15
48 68 4
48 69 8
48 71 5
48 72 20
48 73 15
48 75 16
48 76 2
48 77 7
48 78 5
48 81 7
48 82 7
48 83 3
48 84 5
48 86 20
48 93 17
48 95 1
48 97 6
48 99 10
49 52 7
49 53 11
49 55 12
49 56 6
49 58 17
49 60 5
49 61 1
49 62 5
49 70 14
49 71 12
49 77 5
49 78 7
49 79 14
49 81 20
49 82 6
49 83 1
49 88 17
49 89 8
49 92 9
49 95 8
49 97 3
50 52 11
50 53 2
50 54 3
50 55 16
50 58 16
50 59 16
50 61 19
50 65 16
50 71 10
50 72 12
50 74 11
50 75 15
50 76 13
50 77 18
50 79 7
50 82 18
50 83 14
50 87 19
50 88 5
50 89 4
50 90 13
50 91 1
50 93 8
50 96 9
50 97 20
51 53 4
51 56 12
51 58 20
51 61 17
51 63 12
51 64 5
51 65 3
51 66 18
51 67 8
51 68 19
51 70 4
51 72 16
51 73 15
51 75 4
51 77 9
51 79 18
51 81 9
51 83 17
51 86 8
51 87 10
51 88 11
51 92 17
51 93 4
51 94 4
51 95 16
51 96 15
51 99 2
52 54 10
52 55 8
52 56 8
52 57 1
52 59 15
52 62 3
52 67 13
52 71 13
52 72 9
52 73 5
52 74 6
52 77 20
52 78 15
52 79 2
52 81 19
52 84 17
52 86 17
52 87 18
52 88 13
52 89 4
52 94 10
52 95 2
52 97 5
52 98 1
52 99 4
53 55 12
53 58 3
53 60 1
53 64 13
53 65 13
53 67 6
53 68 15
53 70 17
53 71 2
53 72 17
53 74 9
53 78 13
53 82 1
53 83 19
53 84 3
53 85 19
53 86 17
53 87 4
53 88 14
53 89 20
53 94 14
53 98 17
54 55 6
54 56 7
54 57 18
54 58 5
54 62 20
54 64 9
54 67 4
54 73 5
54 74 9
54 76 6
54 78 3
54 79 15
54 80 11
54 81 17
54 83 17
54 84 14
54 90 1
54 91 11
54 93 8
54 96 19
54 97 15
55 56 4
55 58 7
55 59 12
55 60 19
55 61 10
55 64 10
55 65 4
55 66 7
55 67 6
55 72 18
55 75 7
55 78 12
55 80 18
55 82 13
55 83 16
55 84 12
55 86 20
55 92 4
55 93 16
55 94 3
55 95 10
55 97 7
55 98 16
56 58 11
56 59 14
56 60 9
56 61 1
56 63 1
56 66 1
56 67 8
56 68 9
56 69 3
56 71 10
56 72 18
56 73 20
56 74 14
56 76 15
56 80 17
56 81 17
56 82 14
56 83 17
56 85 6
56 88 19
56 89 6
56 90 12
56 93 12
56 94 10
56 96 18
56 98 16
57 58 9
57 62 6
57 66 20
57 69 18
57 72 19
57 75 19
57 78 7
57 79 3
57 80 9
57 83 7
57 87 11
57 90 3
57 94 14
57 95 12
58 59 16
58 61 16
58 62 4
58 64 5
58 65 19
58 68 3
58 70 5
58 71 11
58 72 17
58 73 4
58 74 15
58 77 12
58 82 18
58 85 20
58 87 15
58 88 6
58 90 18
58 98 16
59 60 1
59 64 9
59 65 12
59 67 13
59 68 12
59 70 13
59 71 13
59 75 17
59 76 12
59 77 18
59 78 19
59 80 12
59 81 7
59 83 17
59 84 13
59 85 11
59 90 6
59 91 8
59 93 17
59 96 2
59 99 12
60 61 6
60 65 16
60 66 19
60 67 6
60 68 2
60 69 16
60 70 2
60 71 20
60 74 13
60 75 6
60 77 6
60 80 16
60 82 19
60 83 20
60 84 7
60 85 7
60 86 2
60 91 16
60 93 20
60 94 13
60 95 13
60 97 11
60 98 19
60 99 6
61 67 16
61 73 20
61 74 10
61 76 5
61 78 3
61 80 13
61 81 3
61 83 10
61 84 19
61 86 5
61 88 10
61 90 2
61 91 11
61 93 20
61 94 9
61 98 11
62 63 17
62 66 18
62 68 20
62 69 11
62 71 19
62 75 15
62 77 4
62 78 16
62 80 15
62 81 4
62 84 10
62 89 2
62 91 4
62 92 16
62 93 9
62 94 13
62 98 18
63 67 1
63 69 7
63 71 1
63 75 7
63 77 17
63 78 8
63 82 2
63 83 19
63 85 20
63 89 12
63 91 9
63 93 13
63 98 4
63 99 5
64 66 16
64 67 6
64 68 20
64 69 4
64 70 8
64 72 16
64 76 7
64 77 15
64 78 14
64 80 10
64 81 20
64 83 3
64 86 16
64 87 7
64 90 9
64 94 6
64 95 11
64 96 7
64 99 1
65 67 6
65 68 14
65 69 8
65 74 13
65 75 4
65 76 13
65 78 11
65 79 7
65 80 17
65 82 16
65 83 1
65 85 15
65 89 20
65 93 11
65 95 14
65 97 17
65 99 9
66 67 14
66 68 9
66 69 17
66 70 5
66 71 2
66 75 18
66 78 12
66 84 10
66 85 3
66 88 20
66 90 15
66 93 20
67 71 6
67 72 18
67 73 13
67 74 2
67 75 1
67 77 16
67 78 3
67 79 7
67 80 8
67 81 2
67 85 4
67 88 14
67 89 11
67 94 14
67 97 18
67 98 14
68 70 11
68 72 10
68 73 2
68 74 12
68 75 19
68 76 11
68 79 12
68 80 13
68 82 2
68 84 9
68 85 10
68 88 19
68 91 17
68 92 8
68 96 5
68 98 10
69 71 17
69 72 12
69 73 12
69 76 20
69 78 1
69 80 8
69 82 20
69 83 16
69 84 12
69 85 16
69 86 5
69 87 6
69 88 15
69 90 17
69 93 2
69 97 1
70 74 15
70 77 16
70 78 16
70 79 20
70 81 4
70 83 10
70 84 4
70 85 13
70 90 15
70 91 13
70 92 19
70 94 15
70 95 13
70 98 9
70 99 4
71 73 2
71 74 1
71 77 7
71 78 18
71 79 1
71 81 9
71 82 14
71 91 15
71 92 20
71 93 11
71 94 12
71 95 20
71 96 10
71 98 13
72 76 6
72 78 18
72 80 2
72 81 19
72 84 3
72 85 18
72 86 1
72 89 5
72 91 10
72 94 2
72 95 14
72 97 15
73 74 5
73 77 4
73 81 10
73 84 20
73 90 15
73 91 8
73 93 6
73 94 13
74 75 9
74 77 13
74 78 11
74 79 11
74 80 2
74 82 14
74 86 8
74 87 16
74 90 11
74 92 9
74 93 18
74 94 13
74 97 19
