500 62583
2 374 6
2 377 22
2 379 9
2 383 14
2 384 20
2 385 16
2 390 7
2 393 13
2 395 21
2 397 14
2 402 21
2 403 12
2 405 9
2 409 2
2 411 16
2 412 22
2 414 22
2 415 14
2 418 4
2 419 18
2 424 8
2 425 11
2 427 15
2 428 11
2 431 12
2 432 13
2 437 4
2 439 20
2 440 14
2 441 19
2 442 18
2 443 20
2 444 9
2 449 2
2 452 6
2 453 13
2 454 5
2 455 18
2 456 21
2 457 11
2 460 18
2 461 16
2 462 19
2 463 7
2 465 12
2 466 9
2 468 18
2 469 20
2 473 20
2 476 13
2 477 14
2 480 14
2 482 14
2 483 1
2 485 20
2 486 4
2 488 15
2 489 20
2 491 19
2 494 21
2 495 9
2 496 17
2 498 2
2 499 14
3 5 12
3 6 1
3 8 12
3 10 16
3 11 4
3 12 1
3 13 20
3 14 18
3 15 7
3 18 10
3 21 12
3 22 5
3 23 1
3 24 12
3 25 4
3 30 18
3 34 1
3 35 17
3 36 21
3 39 18
3 42 7
3 44 9
3 47 15
3 48 15
3 50 4
3 51 12
3 53 21
3 55 5
3 56 16
3 57 2
3 59 5
3 60 20
3 62 10
3 63 19
3 64 8
3 67 6
3 68 8
3 71 16
3 73 18
3 75 16
3 77 11
3 82 17
3 85 15
3 87 21
3 89 1
3 91 14
3 92 8
3 93 4
3 95 13
3 96 17
3 97 9
3 101 10
3 102 7
3 103 10
3 106 5
3 110 17
3 113 13
3 114 3
3 115 7
3 116 10
3 117 15
3 118 1
3 120 5
3 123 14
3 129 3
3 135 3
3 136 17
3 137 2
3 141 4
3 145 19
3 146 16
3 148 11
3 151 10
3 152 5
3 159 6
3 162 11
3 164 14
3 167 5
3 170 15
3 172 8
3 175 18
3 176 13
3 177 5
3 179 2
3 181 17
3 184 8
3 186 5
3 190 12
3 191 17
3 192 3
3 193 21
3 194 20
3 196 10
3 199 5
3 201 13
3 202 2
3 203 17
3 204 20
3 206 14
3 207 11
3 211 10
3 212 6
3 214 7
3 216 6
3 217 22
3 219 4
3 221 16
3 224 13
3 225 20
3 228 9
3 229 5
3 230 8
3 233 11
3 234 13
3 236 9
3 238 4
3 242 9
3 247 11
3 248 4
3 249 3
3 250 8
3 251 9
3 254 16
3 255 1
3 256 3
3 257 11
3 259 6
3 260 21
3 261 8
3 263 7
3 264 22
3 265 12
3 267 12
3 269 13
3 270 20
3 271 16
3 273 1
3 274 11
3 275 21
3 276 14
3 282 9
3 286 20
3 288 11
3 289 12
3 290 15
3 294 21
3 295 7
3 296 9
3 298 5
3 300 16
3 302 7
3 303 22
3 304 17
3 309 13
3 310 13
3 311 1
3 314 16
3 319 19
3 320 5
3 322 22
3 326 13
3 328 15
3 329 9
3 331 13
3 332 10
3 333 6
3 336 3
3 337 16
3 338 17
3 340 8
3 342 19
3 344 2
3 345 3
3 350 15
3 351 1
3 352 19
3 356 13
3 358 14
3 360 9
3 362 4
3 363 2
3 366 15
3 368 21
3 370 6
3 371 8
3 373 22
3 376 3
3 377 1
3 382 18
3 383 22
3 384 19
3 385 12
3 386 21
3 387 13
3 388 15
3 390 12
3 391 20
3 392 5
3 395 6
3 396 6
3 397 10
3 398 11
3 400 18
3 401 15
3 402 21
3 403 22
3 407 6
3 408 14
3 409 13
3 410 6
3 411 10
3 412 4
3 414 11
3 416 16
3 418 7
3 419 16
3 421 7
3 422 18
3 424 5
3 425 11
3 426 2
3 428 14
3 429 14
3 430 13
3 431 2
3 432 9
3 435 20
3 436 2
3 438 1
3 439 18
3 440 20
3 442 22
3 444 14
3 445 2
3 447 2
3 448 14
3 450 19
3 451 20
3 453 17
3 454 10
3 455 18
3 461 9
3 462 19
3 463 6
3 464 20
3 472 11
3 474 5
3 475 2
3 480 8
3 486 16
3 489 8
3 490 15
3 491 13
3 492 6
3 493 3
3 494 3
3 495 22
3 499 13
4 7 6
4 8 5
4 10 20
4 12 3
4 16 3
4 17 15
4 19 21
4 20 20
4 22 7
4 23 5
4 24 16
4 25 1
4 27 3
4 28 2
4 31 12
4 32 18
4 33 15
4 35 21
4 36 19
4 38 15
4 45 15
4 46 15
4 47 3
4 48 7
4 51 8
4 52 11
4 53 19
4 55 5
4 56 18
4 57 13
4 62 20
4 63 4
4 69 21
4 73 21
4 75 16
4 76 20
4 82 20
4 84 7
4 85 19
4 87 4
4 90 12
4 93 10
4 94 20
4 95 3
4 98 17
4 102 18
4 103 19
4 104 14
4 105 10
4 107 18
4 108 16
4 110 22
4 111 11
4 114 4
4 119 5
4 122 20
4 125 3
4 126 22
4 132 6
4 133 2
4 135 11
4 142 6
4 144 14
4 145 9
4 150 11
4 151 18
4 152 21
4 157 3
4 160 22
4 162 4
4 164 19
4 165 4
4 166 11
4 167 14
4 168 20
4 169 8
4 170 1
4 171 12
4 172 9
4 174 16
4 175 18
4 177 14
4 179 4
4 181 11
4 182 21
4 183 3
4 185 16
4 186 22
4 188 22
4 190 12
4 192 8
4 194 21
4 197 21
4 199 4
4 200 10
4 201 19
4 202 20
4 204 19
4 205 6
4 207 10
4 210 10
4 212 5
4 214 19
4 215 1
4 218 20
4 221 10
4 224 8
4 229 9
4 232 2
4 233 3
4 234 16
4 235 5
4 236 20
4 249 16
4 250 7
4 251 12
4 252 4
4 254 7
4 255 19
4 256 5
4 260 4
4 262 20
4 263 3
4 264 4
4 267 7
4 268 16
4 269 1
4 270 16
4 277 6
4 279 7
4 280 19
4 283 3
4 284 9
4 285 21
4 289 10
4 291 6
4 292 20
4 295 16
4 298 3
4 299 12
4 300 16
4 301 21
4 302 13
4 303 17
4 308 4
4 309 8
4 310 16
4 311 8
4 312 22
4 314 10
4 315 11
4 316 6
4 317 8
4 320 10
4 321 17
4 322 13
4 324 4
4 325 16
4 326 2
4 328 1
4 329 7
4 330 11
4 334 4
4 335 8
4 338 3
4 340 21
4 341 9
4 345 17
4 346 1
4 347 19
4 350 11
4 351 3
4 353 20
4 357 1
4 358 8
4 366 3
4 367 18
4 371 2
4 375 6
4 377 21
4 381 3
4 382 3
4 387 20
4 391 11
4 392 9
4 394 2
4 396 4
4 397 10
4 400 2
4 401 8
4 404 8
4 405 5
4 406 18
4 407 8
4 408 12
4 410 16
4 412 15
4 414 8
4 415 19
4 419 1
4 420 13
4 421 15
4 423 8
4 424 8
4 429 9
4 430 20
4 431 4
4 432 22
4 433 11
4 435 1
4 436 15
4 437 15
4 438 15
4 439 10
4 440 12
4 441 10
4 445 21
4 446 14
4 449 6
4 450 2
4 453 2
4 456 7
4 458 5
4 464 7
4 466 8
4 467 7
4 468 12
4 469 19
4 470 2
4 471 6
4 472 17
4 474 5
4 476 1
4 477 10
4 478 22
4 479 16
4 480 16
4 481 17
4 482 10
4 484 18
4 486 2
4 491 16
4 494 4
4 496 5
4 497 9
4 499 6
5 7 4
5 12 19
5 13 12
5 14 22
5 15 13
5 17 17
5 18 10
5 19 15
5 20 18
5 22 7
5 23 4
5 28 10
5 29 10
5 31 9
5 32 12
5 34 16
5 37 13
5 38 16
5 40 6
5 42 3
5 44 7
5 45 2
5 46 8
5 47 5
5 49 5
5 50 2
5 51 17
5 52 22
5 53 5
5 54 7
5 59 12
5 60 8
5 64 22
5 65 9
5 69 7
5 70 6
5 71 16
5 72 22
5 73 7
5 77 9
5 79 12
5 80 3
5 81 18
5 82 10
5 84 14
5 85 15
5 88 18
5 90 17
5 92 21
5 93 14
5 95 15
5 96 14
5 97 8
5 98 8
5 99 18
5 101 21
5 106 17
5 107 15
5 108 10
5 110 5
5 111 22
5 113 22
5 117 20
5 118 2
5 120 21
5 124 17
5 125 2
5 127 15
5 130 5
5 133 16
5 135 15
5 136 12
5 137 21
5 138 16
5 143 12
5 144 9
5 145 1
5 146 18
5 147 2
5 149 8
5 154 12
5 156 17
5 158 1
5 162 11
5 163 14
5 167 7
5 168 1
5 169 8
5 171 17
5 172 12
5 175 22
5 176 20
5 177 19
5 182 7
5 183 22
5 184 19
5 188 11
5 189 9
5 201 22
5 202 2
5 203 17
5 204 8
5 205 17
5 207 17
5 208 16
5 209 1
5 210 22
5 213 16
5 214 19
5 215 17
5 216 22
5 217 8
5 218 22
5 219 15
5 221 11
5 222 18
5 224 13
5 225 7
5 229 8
5 230 4
5 234 5
5 236 18
5 237 16
5 238 12
5 241 14
5 242 17
5 243 15
5 245 21
5 248 20
5 249 11
5 250 4
5 252 3
5 253 15
5 254 11
5 255 14
5 256 8
5 258 8
5 261 8
5 262 2
5 270 4
5 274 8
5 275 5
5 276 12
5 279 4
5 280 20
5 283 15
5 285 3
5 287 15
5 288 20
5 289 7
5 290 17
5 292 1
5 293 20
5 295 18
5 296 17
5 297 19
5 299 15
5 305 1
5 307 19
5 309 4
5 311 9
5 312 14
5 314 5
5 317 1
5 318 10
5 319 3
5 323 17
5 324 21
5 325 6
5 326 9
5 327 18
5 328 2
5 329 18
5 333 15
5 334 8
5 339 4
5 341 9
5 342 18
5 343 20
5 346 7
5 347 14
5 348 21
5 349 10
5 350 5
5 351 22
5 352 21
5 354 18
5 361 19
5 363 2
5 364 21
5 365 14
5 367 18
5 368 13
5 369 19
5 370 19
5 371 4
5 373 12
5 374 4
5 376 14
5 377 5
5 384 15
5 385 8
5 386 16
5 387 16
5 390 16
5 391 7
5 393 17
5 394 12
5 396 2
5 397 10
5 398 16
5 399 8
5 401 17
5 402 22
5 403 11
5 404 22
5 405 5
5 408 17
5 409 3
5 411 7
5 413 2
5 418 1
5 419 8
5 420 11
5 421 2
5 422 19
5 423 22
5 424 1
5 426 13
5 427 19
5 430 14
5 432 21
5 435 16
5 437 2
5 440 16
5 441 10
5 444 11
5 445 15
5 449 7
5 450 16
5 453 4
5 456 18
5 457 17
5 459 7
5 466 4
5 467 14
5 469 2
5 471 1
5 473 4
5 474 6
5 479 13
5 480 1
5 481 1
5 482 17
5 483 11
5 484 13
5 487 15
5 489 17
5 490 14
5 491 6
5 493 1
5 497 14
5 499 10
6 8 6
6 9 12
6 12 17
6 16 17
6 19 13
6 23 17
6 25 13
6 26 16
6 28 17
6 29 11
6 32 20
6 33 5
6 35 14
6 36 10
6 39 13
6 40 10
6 41 11
6 42 12
6 44 4
6 49 1
6 52 19
6 53 15
6 54 17
6 55 2
6 57 10
6 59 13
6 60 5
6 65 7
6 66 12
6 68 15
6 69 10
6 70 13
6 72 8
6 73 12
6 77 9
6 78 18
6 79 10
6 81 12
6 84 11
6 85 4
6 86 18
6 87 5
6 88 13
6 94 8
6 95 17
6 98 11
6 99 1
6 101 5
6 102 2
6 108 4
6 109 10
6 113 6
6 114 20
6 119 3
6 121 8
6 122 12
6 123 20
6 126 10
6 128 12
6 130 19
6 131 22
6 132 5
6 137 1
6 140 19
6 147 13
6 150 17
6 153 10
6 155 20
6 158 20
6 160 22
6 162 21
6 164 13
6 166 20
6 168 16
6 172 1
6 175 15
6 178 22
6 180 17
6 182 6
6 186 1
6 188 11
6 190 13
6 191 13
6 192 9
6 195 11
6 196 18
6 197 6
6 199 20
6 206 5
6 208 9
6 210 13
6 211 21
6 213 22
6 216 10
6 217 7
6 218 15
6 220 15
6 222 15
6 224 17
6 225 19
6 227 18
6 228 6
6 229 15
6 230 13
6 235 22
6 236 3
6 238 15
6 240 4
6 241 10
6 242 20
6 246 3
6 247 4
6 248 21
6 249 22
6 252 15
6 261 22
6 269 17
6 272 9
6 273 20
6 274 11
6 275 2
6 276 1
6 278 5
6 281 7
6 286 5
6 288 15
6 291 20
6 294 3
6 295 10
6 297 2
6 299 13
6 300 11
6 301 2
6 306 11
6 307 16
6 310 14
6 311 9
6 313 9
6 321 14
6 322 2
6 326 12
6 329 2
6 331 7
6 333 3
6 338 12
6 340 5
6 341 6
6 342 1
6 344 5
6 348 8
6 351 6
6 354 1
6 355 16
6 357 3
6 359 2
6 361 19
6 362 10
6 363 6
6 367 9
6 370 10
6 374 20
6 375 1
6 376 4
6 377 21
6 378 13
6 384 15
6 385 3
6 386 1
6 388 3
6 390 15
6 392 18
6 396 19
6 399 4
6 402 6
6 404 1
6 405 2
6 407 19
6 408 6
6 409 9
6 410 4
6 411 17
6 414 19
6 416 12
6 417 16
6 419 10
6 421 19
6 422 15
6 423 16
6 424 13
6 425 3
6 427 18
6 428 13
6 430 6
6 431 15
6 438 13
6 440 18
6 442 3
6 443 21
6 444 16
6 448 22
6 449 18
6 453 6
6 455 10
6 456 19
6 458 7
6 460 18
6 462 7
6 463 21
6 464 21
6 465 22
6 470 21
6 472 22
6 475 13
6 476 12
6 477 8
6 479 5
6 481 9
6 483 7
6 487 14
6 488 6
6 490 18
6 494 5
6 495 15
6 496 12
6 499 7
7 9 22
7 11 11
7 15 13
7 16 2
7 17 20
7 18 17
7 19 8
7 20 14
7 21 17
7 22 22
7 24 5
7 25 5
7 26 11
7 27 12
7 28 10
7 32 12
7 35 17
7 36 6
7 37 18
7 45 1
7 46 7
7 47 15
7 49 22
7 51 5
7 52 12
7 53 19
7 58 14
7 60 1
7 63 18
7 64 6
7 65 21
7 66 17
7 68 10
7 69 8
7 73 20
7 75 11
7 76 10
7 77 12
7 78 1
7 79 17
7 83 11
7 85 1
7 86 18
7 88 17
7 90 10
7 91 10
7 93 9
7 95 15
7 97 18
7 98 18
7 100 8
7 102 9
7 103 2
7 105 1
7 111 17
7 115 12
7 116 5
7 120 1
7 122 13
7 123 12
7 124 12
7 126 17
7 128 3
7 132 5
7 134 20
7 135 4
7 136 7
7 138 11
7 139 6
7 140 11
7 141 6
7 142 15
7 144 12
7 146 21
7 147 18
7 149 5
7 150 16
7 151 19
7 153 21
7 154 11
7 155 15
7 157 17
7 158 13
7 160 17
7 164 12
7 165 22
7 166 12
7 169 16
7 171 13
7 173 18
7 174 3
7 177 8
7 181 15
7 183 11
7 184 14
7 186 16
7 195 18
7 197 14
7 198 17
7 199 10
7 201 9
7 202 21
7 203 18
7 204 17
7 206 14
7 207 6
7 208 15
7 209 14
7 210 20
7 211 16
7 213 15
7 220 17
7 221 7
7 223 22
7 226 18
7 234 12
7 235 18
7 236 15
7 237 11
7 239 13
7 240 4
7 242 11
7 243 11
7 247 20
7 249 20
7 253 12
7 255 20
7 256 2
7 257 8
7 259 12
7 261 1
7 263 17
7 265 14
7 266 11
7 267 4
7 269 12
7 270 7
7 271 4
7 273 8
7 274 10
7 278 21
7 280 18
7 285 4
7 286 1
7 287 18
7 291 5
7 293 22
7 294 21
7 295 9
7 296 16
7 297 21
7 302 17
7 303 9
7 306 22
7 308 7
7 311 3
7 312 12
7 315 18
7 318 1
7 319 18
7 320 9
7 321 8
7 322 18
7 325 10
7 327 4
7 331 16
7 333 7
7 336 1
7 337 3
7 338 15
7 341 4
7 343 6
7 344 4
7 348 5
7 352 15
7 357 14
7 360 16
7 361 21
7 363 19
7 364 15
7 370 13
7 371 5
7 372 1
7 373 13
7 374 4
7 377 2
7 378 8
7 379 3
7 380 3
7 381 3
7 382 6
7 383 5
7 384 6
7 390 16
7 391 18
7 394 21
7 395 10
7 397 3
7 398 15
7 401 22
7 403 9
7 405 11
7 406 4
7 407 9
7 408 12
7 411 2
7 412 5
7 414 8
7 417 9
7 418 13
7 419 13
7 420 6
7 422 4
7 424 11
7 425 7
7 426 22
7 427 15
7 429 6
7 430 22
7 434 9
7 436 17
7 437 14
7 438 12
7 439 5
7 440 8
7 441 16
7 442 5
7 444 6
7 445 14
7 446 16
7 447 19
7 448 17
7 449 12
7 455 12
7 458 6
7 459 22
7 462 15
7 463 5
7 466 2
7 469 18
7 471 14
7 474 8
7 476 12
7 480 16
7 481 10
7 483 2
7 486 2
7 492 21
7 494 1
7 496 5
7 497 10
7 498 16
7 499 15
8 9 3
8 10 6
8 11 2
8 12 8
8 13 10
8 15 7
8 16 4
8 20 18
8 25 1
8 30 9
8 31 17
8 33 6
8 35 16
8 36 8
8 37 11
8 38 10
8 39 10
8 40 7
8 42 20
8 45 11
8 46 18
8 48 19
8 49 20
8 51 15
8 52 17
8 53 10
8 58 2
8 60 2
8 64 18
8 68 14
8 70 12
8 74 7
8 76 15
8 80 8
8 81 9
8 82 6
8 83 8
8 84 17
8 87 12
8 88 19
8 89 5
8 91 6
8 93 15
8 94 7
8 95 18
8 97 8
8 99 3
8 100 20
8 102 15
8 103 4
8 104 18
8 107 4
8 108 21
8 110 7
8 111 10
8 112 18
8 116 15
8 117 1
8 119 6
8 122 11
8 124 13
8 127 4
8 129 4
8 130 8
8 133 9
8 137 19
8 138 5
8 139 3
8 140 7
8 141 1
8 142 7
8 144 12
8 145 21
8 146 7
8 150 21
8 154 8
8 155 11
8 158 5
8 160 22
8 164 11
8 165 20
8 170 1
8 171 19
8 172 13
8 176 16
8 177 1
8 178 13
8 181 1
8 185 3
8 186 14
8 187 2
8 192 19
8 193 9
8 194 17
8 195 15
8 197 6
8 201 15
8 202 5
8 205 8
8 206 4
8 209 10
8 211 16
8 215 12
8 217 11
8 218 6
8 220 3
8 221 10
8 224 19
8 225 9
8 226 17
8 228 20
8 230 2
8 231 6
8 232 21
8 233 22
8 234 19
8 236 14
8 238 6
8 239 8
8 240 11
8 241 21
8 245 21
8 246 15
8 247 4
8 252 22
8 255 15
8 256 9
8 257 21
8 258 16
8 260 7
8 267 11
8 268 14
8 269 19
8 270 14
8 277 19
8 278 5
8 279 13
8 281 1
8 282 6
8 286 12
8 287 4
8 289 8
8 290 16
8 291 18
8 292 17
8 296 21
8 297 16
8 301 6
8 303 2
8 305 9
8 307 12
8 308 5
8 310 10
8 314 15
8 315 19
8 316 8
8 317 14
8 323 3
8 324 5
8 326 18
8 329 8
8 331 19
8 337 19
8 338 22
8 339 11
8 345 11
8 349 18
8 350 2
8 351 14
8 354 13
8 355 3
8 359 16
8 361 4
8 362 19
8 366 4
8 367 1
8 368 2
8 370 6
8 371 17
8 373 18
8 376 11
8 377 19
8 379 18
8 380 8
8 381 14
8 382 17
8 383 11
8 384 8
8 385 14
8 390 1
8 391 15
8 392 3
8 394 5
8 396 19
8 397 11
8 398 16
8 399 19
8 400 10
8 403 5
8 405 5
8 407 17
8 408 19
8 409 5
8 410 12
8 411 5
8 412 22
8 413 20
8 414 19
8 415 17
8 416 18
8 422 3
8 426 22
8 428 12
8 429 6
8 431 6
8 433 2
8 435 7
8 439 8
8 443 1
8 448 4
8 449 4
8 450 16
8 452 14
8 453 10
8 455 3
8 456 6
8 458 6
8 459 22
8 461 22
8 462 2
8 464 6
8 465 19
8 466 8
8 467 7
8 469 7
8 470 16
8 472 12
8 480 13
8 485 4
8 486 20
8 489 11
8 490 17
8 492 16
8 495 2
8 497 15
8 498 9
8 499 2
9 12 12
9 13 22
9 14 1
9 16 15
9 18 8
9 19 6
9 21 18
9 22 19
9 23 7
9 24 15
9 26 6
9 27 9
9 28 12
9 31 8
9 32 8
9 34 7
9 35 2
9 36 11
9 37 10
9 38 13
9 40 22
9 42 19
9 43 16
9 44 15
9 45 17
9 46 5
9 47 3
9 48 19
9 52 21
9 53 3
9 56 22
9 57 22
9 59 22
9 61 8
9 62 9
9 63 5
9 64 19
9 65 9
9 66 13
9 67 2
9 68 20
9 69 13
9 71 20
9 72 14
9 74 1
9 76 13
9 79 13
9 80 14
9 86 1
9 87 18
9 88 19
9 90 13
9 91 19
9 92 14
9 93 18
9 95 1
9 96 17
9 97 4
9 102 15
9 103 6
9 107 12
9 109 3
9 111 4
9 114 10
9 115 3
9 116 19
9 124 18
9 125 17
9 127 20
9 131 7
9 136 16
9 137 5
9 139 1
9 140 4
9 141 22
9 142 16
9 144 6
9 146 1
9 147 21
9 148 8
9 149 6
9 151 12
9 153 2
9 155 4
9 156 22
9 158 10
9 160 20
9 165 19
9 168 20
9 170 16
9 171 17
9 173 7
9 174 12
9 175 9
9 177 20
9 180 21
9 181 22
9 182 10
9 183 16
9 188 12
9 189 21
9 191 15
9 192 15
9 194 19
9 197 17
9 199 6
9 200 20
9 201 5
9 202 7
9 205 13
9 206 5
9 207 19
