1000 249960
2 41 23
2 42 12
2 43 20
2 44 23
2 47 3
2 50 20
2 51 11
2 52 3
2 53 24
2 54 4
2 55 8
2 56 22
2 58 6
2 60 19
2 62 16
2 63 21
2 65 4
2 66 6
2 68 23
2 69 10
2 71 6
2 74 18
2 78 25
2 80 21
2 81 24
2 85 9
2 86 3
2 89 6
2 90 21
2 91 8
2 93 4
2 94 20
2 95 12
2 96 22
2 98 12
2 99 11
2 102 10
2 103 11
2 105 24
2 106 17
2 107 13
2 108 9
2 109 24
2 114 11
2 116 11
2 118 2
2 119 13
2 120 6
2 123 2
2 125 1
2 126 21
2 130 3
2 132 3
2 134 25
2 137 2
2 138 25
2 139 23
2 142 7
2 143 10
2 144 12
2 147 16
2 149 23
2 151 1
2 152 16
2 153 16
2 154 3
2 157 18
2 158 22
2 159 4
2 160 22
2 161 17
2 163 18
2 164 16
2 166 2
2 168 8
2 170 25
2 171 14
2 173 12
2 174 16
2 177 3
2 178 18
2 180 19
2 182 22
2 184 4
2 185 25
2 187 15
2 188 13
2 192 10
2 193 15
2 198 22
2 199 23
2 200 14
2 202 22
2 207 22
2 210 22
2 213 1
2 215 13
2 217 8
2 220 20
2 225 19
2 227 21
2 228 18
2 229 6
2 230 15
2 232 11
2 233 12
2 237 25
2 246 22
2 247 15
2 248 2
2 250 17
2 252 1
2 256 17
2 260 8
2 261 2
2 264 20
2 267 17
2 268 25
2 269 23
2 270 2
2 271 15
2 273 12
2 276 15
2 278 14
2 280 1
2 282 22
2 283 2
2 284 19
2 285 18
2 286 3
2 287 15
2 289 23
2 291 2
2 292 17
2 296 21
2 298 21
2 299 2
2 309 25
2 310 7
2 311 15
2 312 21
2 313 5
2 316 8
2 318 4
2 319 5
2 320 3
2 322 3
2 323 21
2 326 7
2 337 8
2 340 18
2 342 7
2 345 18
2 349 10
2 350 21
2 351 15
2 352 15
2 354 18
2 356 3
2 357 20
2 359 17
2 361 19
2 365 7
2 367 23
2 368 8
2 369 9
2 370 16
2 371 8
2 374 1
2 375 25
2 376 18
2 377 16
2 378 10
2 379 12
2 381 17
2 383 10
2 384 23
2 387 8
2 388 10
2 391 12
2 392 16
2 394 16
2 396 4
2 397 18
2 399 10
2 400 10
2 401 9
2 402 17
2 405 23
2 406 20
2 407 11
2 416 4
2 417 16
2 418 5
2 422 4
2 423 1
2 424 22
2 425 17
2 426 23
2 429 22
2 430 6
2 436 16
2 439 19
2 441 10
2 442 19
2 444 20
2 446 17
2 448 20
2 449 3
2 450 6
2 452 7
2 453 25
2 457 13
2 460 20
2 461 4
2 462 18
2 464 6
2 466 9
2 470 3
2 471 7
2 480 17
2 482 25
2 483 7
2 486 24
2 487 10
2 489 1
2 490 4
2 491 7
2 495 11
2 497 4
2 498 6
2 499 13
2 500 16
2 501 20
2 502 14
2 503 21
2 504 19
2 505 2
2 506 21
2 509 6
2 514 7
2 520 20
2 523 4
2 524 12
2 526 12
2 530 24
2 531 20
2 532 18
2 533 21
2 538 4
2 540 14
2 541 4
2 546 14
2 547 4
2 548 12
2 549 2
2 552 23
2 557 5
2 558 14
2 560 4
2 561 18
2 562 22
2 563 22
2 564 21
2 566 2
2 573 11
2 578 24
2 579 3
2 581 22
2 582 20
2 589 3
2 590 5
2 591 4
2 592 22
2 593 22
2 597 21
2 598 22
2 601 25
2 603 6
2 604 22
2 606 10
2 608 11
2 611 1
2 612 10
2 615 2
2 616 23
2 619 7
2 620 5
2 623 14
2 627 13
2 628 12
2 633 19
2 634 18
2 635 14
2 636 10
2 637 21
2 640 20
2 641 9
2 643 23
2 644 21
2 645 11
2 647 14
2 649 15
2 650 2
2 653 7
2 654 25
2 655 22
2 657 13
2 658 21
2 659 1
2 660 8
2 661 22
2 666 23
2 667 2
2 670 13
2 674 6
2 677 14
2 678 9
2 679 8
2 681 25
2 686 8
2 696 3
2 698 24
2 699 17
2 700 21
2 704 15
2 705 17
2 706 12
2 707 13
2 708 10
2 710 2
2 711 21
2 713 9
2 714 8
2 718 2
2 720 5
2 723 16
2 725 12
2 727 9
2 729 6
2 730 22
2 734 25
2 735 23
2 737 4
2 738 21
2 741 13
2 742 21
2 744 21
2 745 8
2 746 20
2 749 18
2 752 23
2 753 1
2 754 22
2 757 25
2 758 5
2 759 6
2 760 25
2 761 2
2 767 24
2 768 8
2 769 17
2 772 15
2 774 3
2 778 21
2 780 4
2 782 16
2 786 16
2 787 24
2 790 7
2 791 25
2 795 13
2 797 23
2 803 2
2 804 24
2 806 17
2 808 12
2 811 4
2 812 22
2 814 23
2 816 4
2 817 20
2 821 7
2 823 5
2 824 8
2 825 20
2 826 3
2 829 7
2 831 13
2 833 15
2 835 23
2 840 1
2 842 13
2 843 4
2 844 6
2 847 12
2 852 11
2 853 22
2 859 7
2 864 24
2 865 24
2 866 7
2 872 25
2 873 6
2 875 20
2 877 14
2 880 17
2 881 18
2 883 1
2 884 23
2 890 24
2 892 14
2 893 19
2 894 25
2 896 14
2 897 20
2 898 5
2 899 22
2 903 6
2 907 12
2 908 24
2 910 4
2 912 12
2 913 11
2 915 22
2 918 23
2 919 8
2 925 24
2 927 5
2 930 13
2 931 16
2 933 10
2 934 22
2 938 12
2 939 5
2 942 8
2 944 20
2 949 16
2 950 24
2 956 14
2 957 17
2 958 24
2 959 11
2 961 22
2 962 5
2 973 9
2 974 3
2 975 17
2 976 16
2 977 16
2 978 20
2 981 3
2 984 20
2 985 17
2 988 22
2 989 13
2 990 25
2 993 5
2 994 19
2 996 10
2 998 17
2 999 14
3 5 7
3 6 15
3 7 21
3 9 9
3 12 9
3 14 25
3 15 11
3 16 22
3 20 12
3 23 19
3 32 19
3 34 18
3 35 17
3 36 23
3 38 22
3 41 1
3 44 2
3 45 3
3 48 12
3 50 1
3 51 3
3 52 12
3 53 4
3 55 22
3 56 9
3 57 10
3 59 22
3 61 9
3 66 24
3 67 7
3 68 9
3 73 8
3 75 19
3 78 20
3 79 18
3 82 6
3 85 3
3 86 14
3 87 14
3 90 25
3 91 16
3 93 10
3 99 7
3 105 15
3 106 18
3 107 1
3 110 24
3 112 5
3 114 18
3 116 5
3 122 13
3 125 18
3 128 19
3 131 15
3 134 6
3 138 9
3 139 19
3 143 19
3 144 18
3 148 23
3 149 16
3 150 11
3 152 10
3 154 18
3 156 25
3 158 2
3 159 11
3 160 10
3 165 24
3 167 25
3 170 12
3 172 23
3 177 2
3 179 17
3 180 3
3 182 18
3 188 16
3 190 12
3 191 25
3 197 25
3 198 3
3 199 24
3 200 18
3 202 7
3 203 2
3 204 11
3 206 4
3 211 25
3 214 7
3 215 20
3 216 25
3 217 9
3 218 22
3 223 22
3 224 16
3 225 6
3 230 6
3 231 1
3 232 5
3 235 6
3 236 18
3 238 1
3 239 12
3 244 25
3 245 13
3 247 22
3 250 21
3 254 1
3 255 15
3 256 23
3 259 20
3 268 10
3 270 12
3 272 1
3 275 4
3 276 6
3 278 8
3 279 2
3 281 15
3 282 9
3 283 15
3 284 20
3 291 24
3 295 18
3 296 20
3 297 10
3 298 6
3 299 22
3 300 17
3 301 16
3 302 11
3 303 11
3 304 18
3 306 24
3 308 16
3 309 21
3 313 6
3 315 11
3 316 14
3 317 1
3 326 21
3 327 4
3 328 8
3 330 23
3 334 17
3 335 16
3 336 21
3 337 20
3 338 17
3 344 1
3 347 14
3 348 25
3 349 20
3 350 17
3 352 4
3 354 20
3 355 17
3 356 3
3 358 8
3 361 6
3 364 22
3 365 22
3 366 2
3 369 1
3 370 11
3 375 8
3 377 11
3 380 18
3 381 3
3 382 14
3 385 22
3 386 23
3 387 5
3 388 15
3 389 8
3 391 6
3 393 18
3 395 8
3 400 15
3 401 2
3 403 9
3 404 15
3 407 4
3 408 24
3 409 15
3 412 15
3 413 6
3 414 10
3 417 16
3 418 2
3 421 8
3 422 15
3 423 12
3 425 17
3 426 7
3 427 3
3 428 15
3 429 14
3 430 25
3 431 21
3 433 24
3 434 22
3 436 14
3 441 9
3 443 1
3 444 16
3 446 22
3 447 23
3 448 25
3 449 1
3 450 1
3 451 23
3 452 2
3 453 16
3 454 5
3 458 5
3 459 7
3 460 18
3 461 12
3 463 9
3 466 9
3 468 3
3 473 19
3 480 17
3 481 9
3 482 25
3 483 11
3 487 13
3 488 22
3 493 19
3 494 11
3 495 20
3 497 5
3 502 8
3 505 18
3 507 20
3 508 1
3 509 20
3 511 13
3 513 13
3 514 11
3 515 17
3 516 24
3 517 24
3 518 25
3 520 19
3 521 10
3 523 3
3 528 5
3 531 1
3 532 22
3 534 1
3 536 7
3 539 25
3 541 9
3 542 12
3 543 4
3 545 3
3 547 13
3 550 13
3 551 13
3 554 24
3 558 18
3 560 2
3 562 1
3 565 16
3 566 14
3 568 7
3 572 13
3 574 8
3 575 1
3 576 14
3 577 16
3 587 13
3 588 11
3 589 11
3 593 11
3 594 13
3 595 11
3 598 3
3 600 16
3 602 3
3 607 22
3 611 18
3 614 2
3 615 8
3 617 15
3 618 18
3 619 18
3 621 24
3 622 12
3 623 25
3 624 5
3 626 21
3 627 4
3 633 19
3 636 17
3 649 3
3 650 9
3 652 12
3 653 15
3 654 11
3 655 6
3 656 12
3 659 6
3 660 1
3 661 14
3 663 19
3 665 10
3 666 5
3 667 18
3 669 21
3 671 9
3 672 8
3 673 6
3 674 5
3 676 21
3 677 20
3 678 17
3 679 21
3 681 13
3 682 3
3 684 23
3 686 4
3 688 4
3 689 10
3 693 1
3 695 22
3 697 12
3 700 7
3 702 24
3 704 24
3 706 9
3 707 12
3 708 19
3 710 24
3 711 24
3 718 1
3 721 8
3 726 11
3 729 19
3 730 18
3 731 23
3 733 2
3 734 15
3 736 3
3 737 24
3 740 10
3 741 5
3 747 3
3 751 16
3 756 14
3 759 1
3 760 13
3 762 23
3 764 3
3 765 7
3 766 23
3 767 11
3 771 4
3 772 2
3 774 7
3 775 9
3 777 20
3 778 11
3 780 18
3 783 20
3 784 4
3 785 9
3 786 21
3 790 6
3 791 9
3 792 2
3 794 1
3 797 16
3 798 17
3 800 25
3 802 15
3 803 22
3 807 3
3 810 8
3 812 25
3 815 3
3 817 4
3 821 22
3 824 9
3 826 17
3 829 13
3 830 11
3 832 10
3 833 8
3 836 24
3 838 15
3 839 13
3 842 23
3 850 8
3 851 2
3 853 15
3 858 13
3 861 18
3 862 3
3 863 23
3 874 10
3 875 16
3 877 10
3 878 14
3 881 7
3 883 17
3 884 9
3 888 1
3 893 17
3 894 22
3 897 11
3 898 18
3 899 25
3 903 14
3 906 20
3 907 11
3 911 12
3 913 10
3 916 15
3 917 1
3 918 24
3 919 19
3 920 15
3 922 23
3 924 19
3 926 16
3 927 13
3 930 20
3 932 22
3 933 4
3 934 14
3 935 23
3 936 15
3 937 13
3 938 2
3 939 23
3 943 3
3 948 17
3 949 19
3 951 17
3 952 19
3 953 20
3 955 25
3 956 19
3 958 24
3 959 21
3 960 18
3 961 4
3 962 13
3 963 14
3 967 6
3 968 11
3 970 1
3 974 5
3 977 23
3 978 11
3 981 11
3 983 7
3 984 5
3 985 7
3 988 23
3 989 3
3 991 16
3 993 18
3 994 11
3 995 22
4 6 21
4 8 14
4 16 15
4 19 10
4 23 5
4 24 13
4 25 17
4 28 24
4 30 12
4 32 1
4 33 2
4 34 25
4 35 20
4 36 10
4 37 12
4 39 6
4 40 7
4 41 10
4 42 18
4 45 14
4 49 21
4 50 21
4 51 11
4 52 10
4 54 17
4 55 18
4 56 20
4 57 4
4 58 6
4 59 18
4 60 20
4 62 8
4 63 18
4 65 10
4 72 17
4 73 4
4 78 15
4 79 5
4 82 13
4 83 2
4 87 18
4 90 15
4 91 2
4 92 1
4 93 19
4 98 3
4 101 8
4 103 12
4 105 8
4 106 17
4 110 16
4 113 9
4 118 18
4 120 15
4 121 18
4 124 8
4 126 16
4 128 11
4 130 21
4 131 12
4 132 23
4 133 11
4 137 16
4 141 7
4 143 13
4 147 4
4 150 21
4 152 11
4 153 4
4 154 25
4 155 23
4 158 8
4 161 22
4 162 13
4 164 15
4 166 4
4 169 18
4 172 17
4 177 18
4 178 14
4 179 14
4 183 1
4 184 18
4 185 2
4 187 1
4 189 12
4 190 10
4 193 1
4 194 1
4 195 23
4 196 7
4 198 20
4 201 11
4 203 20
4 206 21
4 208 5
4 210 1
4 213 20
4 214 22
4 215 15
4 217 19
4 218 5
4 219 5
4 220 2
4 221 15
4 222 16
4 223 15
4 226 20
4 227 4
4 228 12
4 231 23
4 233 10
4 234 22
4 240 23
4 242 8
4 243 18
4 245 13
4 246 1
4 247 25
4 249 4
4 252 6
4 254 15
4 255 9
4 257 4
4 258 13
4 259 11
4 260 24
4 261 21
4 264 11
4 267 14
4 268 22
4 269 10
4 270 5
4 277 13
4 279 22
4 282 3
4 283 9
4 284 5
4 286 1
4 287 25
4 292 9
4 295 23
4 297 14
4 298 17
4 301 11
4 302 15
4 305 10
4 306 16
4 309 6
4 311 7
4 314 15
4 317 22
4 318 3
4 320 6
4 322 5
4 326 24
4 327 11
4 329 3
4 330 6
4 331 17
4 332 2
4 333 6
4 337 3
4 339 14
4 341 3
4 342 25
4 352 14
4 357 19
4 361 5
4 362 8
4 364 4
4 365 5
4 367 6
4 368 14
4 370 4
4 372 18
4 373 19
4 377 9
4 379 5
4 382 3
4 383 14
4 384 11
4 385 21
4 386 15
4 388 23
4 392 6
4 393 8
4 394 20
4 398 16
4 399 2
4 400 22
4 401 1
4 403 16
4 404 12
4 406 3
4 407 24
4 408 15
4 410 10
4 411 14
4 415 11
4 416 21
4 417 16
4 420 14
4 421 9
4 422 13
4 423 8
4 424 9
4 425 16
4 427 14
4 429 11
4 430 14
4 433 20
4 435 23
4 436 22
4 438 22
4 439 24
4 441 4
4 442 16
4 443 5
4 444 1
4 449 15
4 450 20
4 453 8
4 454 18
4 456 17
4 458 12
4 460 13
4 468 23
4 473 21
4 475 5
4 477 7
4 478 1
4 479 22
4 484 13
4 486 22
4 488 2
4 489 12
4 491 10
4 492 17
4 493 21
4 495 13
4 496 9
4 497 5
4 498 22
4 499 8
4 500 16
4 504 14
4 505 3
4 507 16
4 510 11
4 511 3
4 514 21
4 517 17
4 518 20
4 519 8
4 520 18
4 522 10
4 526 2
4 530 20
4 531 7
4 532 10
4 533 18
4 535 5
4 537 11
4 538 14
4 540 21
4 541 4
4 542 20
4 544 23
4 545 3
4 547 5
4 549 25
4 556 24
4 557 6
4 567 22
4 569 4
4 571 18
4 572 19
4 574 8
4 577 5
4 580 19
4 581 21
4 585 21
4 590 21
4 591 24
4 593 19
4 596 16
4 599 9
4 602 1
4 603 22
4 605 4
4 614 19
4 618 3
4 619 16
4 620 12
4 623 12
4 624 12
4 625 7
4 626 20
4 631 21
4 633 9
4 639 23
4 641 11
4 643 12
4 644 21
4 646 7
4 648 21
4 649 22
4 650 24
4 652 2
4 653 15
4 654 1
4 658 23
4 660 6
4 661 6
4 663 16
4 664 2
4 665 6
4 666 8
4 667 17
4 668 19
4 669 1
4 671 1
4 672 20
4 673 10
4 676 15
4 678 14
4 680 25
4 682 10
4 684 8
4 689 13
4 690 25
4 692 19
4 693 10
4 694 20
4 699 10
4 700 11
4 701 1
4 702 20
4 703 1
4 705 11
4 708 10
4 709 24
4 714 9
4 715 18
4 717 9
4 718 1
4 720 22
4 721 8
4 722 12
4 723 12
4 725 5
4 731 11
4 732 8
4 733 25
4 736 16
4 739 18
4 742 22
4 744 14
4 746 17
4 747 2
4 748 24
4 749 1
4 750 25
4 753 3
4 755 21
4 756 15
4 758 9
4 761 4
4 762 4
4 763 16
4 764 11
